gene	chr	start	end
CCDC81	11	86374736	86423109
ME3	11	86438751	86672636
PRSS23	11	86791059	86952910
FZD4	11	86945679	86955395
TMEM135	11	87037831	87328824
RAB38	11	88113251	88175443
CTSC	11	88265069	88359684
GRM5	11	88504576	89065982
GRM5-AS1	11	88504576	88524054
TYR	11	89177875	89295759
NOX4	11	89324353	89498187
TRIM49	11	89797655	89808575
TRIM49C	11	90031106	90042025
UBTFL1	11	90085950	90087131
NAALAD2	11	90131515	90192894
CHORDC1	11	90200429	90223077
FAT3	11	92224818	92896473
SLC36A4	11	93144174	93197991
SMCO4	11	93478468	93543764
CEP295	11	93661682	93730358
SCARNA9	11	93721513	93721865
TAF1D	11	93729948	93784391
MED17	11	93784227	93814963
VSTM5	11	93818232	93850620
HEPHL1	11	94021354	94114208
PANX1	11	94128828	94181968
GPR83	11	94377316	94401419
ANKRD49	11	94493979	94499583
C11orf97	11	94512461	94532125
PIWIL4	11	94543840	94621421
FUT4	11	94543921	94549895
AMOTL1	11	94706431	94876748
CWC15	11	94962620	94973611
KDM4D	11	94973709	94999519
SRSF8	11	95066919	95071225
ENDOD1	11	95089817	95132645
SESN3	11	95165513	95232541
FAM76B	11	95768953	95790409
CEP57	11	95789965	95832693
MTMR2	11	95821766	95925315
MAML2	11	95976598	96343195
CCDC82	11	96349241	96389956
JRKL	11	96389989	96507574
CNTN5	11	99020949	100358885
ARHGAP42	11	100687288	100993941
PGR	11	101029624	101129813
TRPC6	11	101451470	101872562
ANGPTL5	11	101890674	101916522
CEP126	11	101915010	102001062
YAP1	11	102110099	102233424
BIRC3	11	102317484	102339403
BIRC2	11	102347208	102378680
TMEM123	11	102396332	102470384
MMP7	11	102520508	102530853
MMP20	11	102576832	102625332
MMP27	11	102691487	102705769
MMP8	11	102711796	102727050
MMP10	11	102770502	102780628
MMP1	11	102789401	102798160
MMP3	11	102835801	102843609
MMP12	11	102862736	102874982
MMP13	11	102942995	102955732
DCUN1D5	11	103050686	103092194
DYNC2H1	11	103109410	103479863
PDGFD	11	103907189	104164379
CASP4	11	104942866	104969366
CASP5	11	104992636	105023168
CASP1	11	105023581	105035250
CARD16	11	105039092	105101431
CARD18	11	105137714	105531697
GRIA4	11	105609535	105982090
MSANTD4	11	105995623	106022410
KBTBD3	11	106051098	106077459
AASDHPPT	11	106075501	106098708
GUCY1A2	11	106674019	107018476
CWF19L2	11	107321601	107457842
ALKBH8	11	107502727	107565742
ELMOD1	11	107591091	107666779
SLN	11	107707375	107719696
SLC35F2	11	107790991	107928293
RAB39A	11	107928448	107963482
CUL5	11	108008898	108107781
ACAT1	11	108116695	108148957
NPAT	11	108155280	108222638
ATM	11	108222804	108369102
C11orf65	11	108308519	108467531
EXPH5	11	108505435	108593768
DDX10	11	108665053	108940999
C11orf87	11	109422190	109429167
RDX	11	109864295	110296712
ZC3H12C	11	110093392	110171841
FDX1	11	110429379	110464884
ARHGAP20	11	110577042	110713189
COLCA1	11	111290787	111305498
POU2AF1	11	111352255	111455630
BTG4	11	111467526	111514367
LAYN	11	111540280	111561745
SIK2	11	111602404	111730855
PPP2R1B	11	111726908	111766658
ALG9	11	111782195	111872405
FDXACB1	11	111874056	111881243
CRYAB	11	111908564	111923722
HSPB2	11	111912159	111914093
HSPB2-C11orf52	11	111912736	111926871
C11orf52	11	111918032	111926871
DIXDC1	11	111927144	112022653
DLAT	11	112025033	112064404
PIH1D2	11	112063218	112074274
TIMM8B	11	112084800	112086798
SDHD	11	112086824	112120016
IL18	11	112143251	112164106
TEX12	11	112167372	112172556
BCO2	11	112175472	112225877
PTS	11	112226367	112269955
NCAM1	11	112961275	113278436
TTC12	11	113314579	113383544
ANKK1	11	113387779	113400416
DRD2	11	113409605	113476402
TMPRSS5	11	113687543	113706382
ZW10	11	113733183	113773746
CLDN25	11	113779796	113780485
USP28	11	113797870	113875590
HTR3B	11	113904796	113949079
HTR3A	11	113975075	113990313
ZBTB16	11	114058335	114256765
NNMT	11	114257765	114314329
C11orf71	11	114391443	114400511
RBM7	11	114400030	114414203
REXO2	11	114439386	114450296
NXPE1	11	114518842	114559888
NXPE4	11	114570591	114598282
NXPE2	11	114678527	114707069
CADM1	11	115169218	115504957
LINC00900	11	115751762	115761492
BUD13	11	116748170	116773039
ZPR1	11	116773799	116788046
APOA5	11	116789014	116793026
APOA4	11	116820700	116823304
APOC3	11	116827019	116833343
APOA1	11	116835750	116838203
APOA1-AS	11	116836117	116856210
SIK3	11	116843402	117098445
PAFAH1B2	11	117144284	117176894
SIDT2	11	117178736	117197445
TAGLN	11	117197509	117207464
PCSK7	11	117204337	117232528
RNF214	11	117232154	117287429
BACE1	11	117285232	117316286
BACE1-AS	11	117288453	117293494
CEP164	11	117314557	117413605
DSCAML1	11	117427772	117817525
FXYD2	11	117800839	117828698
FXYD6-FXYD2	11	117820163	117876667
FXYD6	11	117836976	117877675
TMPRSS13	11	117900641	117929459
IL10RA	11	117986370	118003037
TMPRSS4	11	118077012	118125510
SCN4B	11	118133377	118152888
SCN2B	11	118162806	118176639
JAML	11	118193725	118226323
MPZL3	11	118226690	118252365
MPZL2	11	118253416	118264536
CD3E	11	118304730	118316175
CD3D	11	118334537	118342705
CD3G	11	118344344	118355161
UBE4A	11	118359587	118399211
KMT2A	11	118436456	118526832
TTC36	11	118527437	118531197
TMEM25	11	118531041	118547280
IFT46	11	118544528	118572970
ARCN1	11	118572390	118603033
PHLDB1	11	118606396	118658038
TREH	11	118657316	118679690
DDX6	11	118747763	118791226
CXCR5	11	118883892	118897787
BCL9L	11	118893875	118925926
UPK2	11	118925164	118958559
FOXR1	11	118971712	118981287
RPS25	11	119015508	119018724
TRAPPC4	11	119018733	119025454
SLC37A4	11	119023751	119030906
HYOU1	11	119044185	119057252
VPS11	11	119067789	119082753
HMBS	11	119084861	119093834
DPAGT1	11	119096025	119108331
C2CD2L	11	119102198	119118544
HINFP	11	119121509	119136059
ABCG4	11	119149052	119162653
NLRX1	11	119166481	119184017
CBL	11	119206298	119313926
MCAM	11	119307972	119321521
RNF26	11	119334527	119337309
C1QTNF5	11	119338942	119340940
USP2	11	119355215	119381711
USP2-AS1	11	119356467	119659284
THY1	11	119415476	119424985
TRIM29	11	120111286	120185529
OAF	11	120211032	120230334
POU2F3	11	120236640	120319945
ARHGEF12	11	120336238	120489937
GRIK4	11	120511717	120988906
TBCEL	11	121024072	121090776
TECTA	11	121101243	121191490
SC5D	11	121292681	121313410
SORL1	11	121452314	121633763
MIR100HG	11	122028325	122556721
BLID	11	122115340	122116215
UBASH3B	11	122655722	122814473
CRTAM	11	122829482	122872643
HSPA8	11	123057485	123063230
CLMP	11	123069853	123196697
GRAMD1B	11	123358251	123627774
SCN3B	11	123629187	123655244
ZNF202	11	123723914	123742513
VWA5A	11	124115404	124147721
OR8G1	11	124241095	124254364
OR8G5	11	124256376	124266224
OR8D2	11	124319262	124320197
OR8B3	11	124395534	124399024
OR8B12	11	124539635	124545333
OR8A1	11	124566660	124582942
PANX3	11	124611428	124620356
TBRG1	11	124622836	124635926
SIAE	11	124633113	124695707
SPA17	11	124673796	124698309
NRGN	11	124739939	124747210
VSIG2	11	124747472	124752255
ESAM	11	124752583	124762315
MSANTD2	11	124766498	124800706
ROBO3	11	124865432	124881471
ROBO4	11	124883666	124898500
HEPACAM	11	124919205	124936431
HEPN1	11	124919250	124920677
CCDC15	11	124954095	125041649
SLC37A2	11	125063302	125090516
TMEM218	11	125094386	125111870
PKNOX2	11	125164537	125434287
FEZ1	11	125442881	125592578
EI24	11	125568248	125584690
STT3A	11	125591712	125625215
CHEK1	11	125625163	125676255
ACRV1	11	125671522	125680874
PATE1	11	125746279	125749867
PATE2	11	125776113	125778828
HYLS1	11	125883614	125900846
PUS3	11	125893485	125903224
DDX25	11	125903348	125943702
CDON	11	125955796	126063335
RPUSD4	11	126202095	126211692
FAM118B	11	126211687	126263051
SRPRA	11	126262912	126269144
FOXRED1	11	126269024	126278132
TIRAP	11	126282497	126298845
DCPS	11	126304047	126350005
ST3GAL4	11	126354677	126440344
KIRREL3	11	126423358	127003460
KIRREL3-AS3	11	127002910	127006058
ETS1	11	128458761	128587606
FLI1	11	128686535	128813267
SENCR	11	128691664	128696038
KCNJ1	11	128836315	128874671
KCNJ5	11	128890453	128921163
TP53AIP1	11	128934731	128943399
ARHGAP32	11	128965060	129279324
BARX2	11	129375848	129452279
LINC01395	11	129612116	129617269
TMEM45B	11	129815791	129861265
NFRKB	11	129863636	129895590
PRDM10	11	129899706	130002853
APLP2	11	130068147	130144811
ST14	11	130159746	130210367
ZBTB44	11	130226677	130314917
ADAMTS8	11	130404923	130428609
ADAMTS15	11	130448645	130476645
SNX19	11	130866250	130916479
NTM	11	131370478	132336822
NTM-AS1	11	131622451	131663635
OPCML	11	132414977	133532501
SPATA19	11	133840631	133845538
IGSF9B	11	133896438	133956968
JAM3	11	134068998	134152001
NCAPD3	11	134150113	134225504
VPS26B	11	134224613	134247794
THYN1	11	134248270	134253370
ACAD8	11	134253514	134265855
GLB1L3	11	134274245	134319579
GLB1L2	11	134331886	134378341
B3GAT1	11	134378504	134412242
IQSEC3	12	66767	178455
SLC6A12	12	190069	220144
SLC6A13	12	220621	262873
KDM5A	12	280057	389320
CCDC77	12	389273	442644
B4GALNT3	12	459923	563509
NINJ2	12	562852	663742
WNK1	12	752536	911452
RAD52	12	910870	990053
ERC1	12	989998	1495933
LINC00942	12	1500454	1510830
WNT5B	12	1529854	1647243
FBXL14	12	1565993	1594581
ADIPOR2	12	1688574	1788680
CACNA2D4	12	1791963	1918666
LRTM2	12	1820267	1836753
LINC00940	12	1929202	1936574
DCP1B	12	1946052	2004535
CACNA1C	12	1970772	2697950
FKBP4	12	2794290	2805423
ITFG2	12	2812622	2859791
NRIP2	12	2825348	2835544
FOXM1	12	2857676	2877174
RHNO1	12	2876258	2889524
TULP3	12	2877223	2941138
TEAD4	12	2959330	3040676
TSPAN9	12	3077355	3286564
PRMT8	12	3381349	3593977
CRACR2A	12	3606633	3764819
PARP11	12	3791047	3873448
CCND2-AS1	12	4247981	4276265
CCND2	12	4269771	4306933
TIGAR	12	4307763	4360028
FGF23	12	4368227	4379712
RAD51AP1	12	4538798	4560254
DYRK4	12	4562208	4615302
AKAP3	12	4613383	4649072
NDUFA9	12	4649095	4694317
GALNT8	12	4720267	4851927
KCNA1	12	4909905	4918256
KCNA5	12	5043879	5046788
NTF3	12	5432108	5521536
ANO2	12	5531869	5946232
VWF	12	5948877	6124770
CD9	12	6199715	6238271
PLEKHG6	12	6310225	6328934
TNFRSF1A	12	6328757	6342114
SCNN1A	12	6346843	6383917
LTBR	12	6375045	6391571
CD27	12	6444941	6451718
TAPBPL	12	6451690	6466517
VAMP1	12	6462237	6470677
MRPL51	12	6491886	6493846
NCAPD2	12	6493356	6531970
GAPDH	12	6534012	6538930
IFFO1	12	6538961	6556102
NOP2	12	6556863	6568691
CHD4	12	6570081	6614982
LPAR5	12	6618835	6636444
ACRBP	12	6638075	6647433
ING4	12	6650300	6663148
ZNF384	12	6666477	6689572
PIANP	12	6693791	6700848
COPS7A	12	6724014	6731875
MLF2	12	6747986	6768932
PTMS	12	6765516	6770952
LAG3	12	6772360	6778455
CD4	12	6786858	6820807
GPR162	12	6821624	6829972
P3H3	12	6828381	6839854
GNB3	12	6839954	6847393
CDCA3	12	6844793	6851318
USP5	12	6852122	6866632
TPI1	12	6867119	6870948
SPSB2	12	6870934	6889358
LRRC23	12	6873569	6914241
ENO2	12	6913745	6923707
ATN1	12	6924463	6942322
C12orf57	12	6942938	6946003
PTPN6	12	6946417	6961316
PHB2	12	6965327	6970841
EMG1	12	6970805	6979936
LPCAT3	12	6976176	7018538
C1S	12	6988259	7071281
C1R	12	7080213	7092540
C1RL	12	7089587	7109245
C1RL-AS1	12	7107990	7122849
RBP5	12	7115736	7128889
CLSTN3	12	7128077	7158945
PEX5	12	7188653	7218574
ACSM4	12	7304072	7328719
CD163L1	12	7346685	7479897
CD163	12	7470811	7503910
APOBEC1	12	7649400	7665908
GDF3	12	7689784	7695775
DPPA3	12	7711402	7717561
CLEC4C	12	7724646	7751620
NANOGNB	12	7765216	7774121
NANOG	12	7787794	7799146
SLC2A14	12	7812512	7891148
SLC2A3	12	7919230	8019007
FOXJ2	12	8032698	8055522
C3AR1	12	8056844	8066374
NECAP1	12	8076939	8097881
CLEC4A	12	8123617	8138607
ZNF705A	12	8157015	8188537
FAM66C	12	8180204	8226278
FAM90A1	12	8221260	8227621
LINC00937	12	8244845	8453161
CLEC6A	12	8455962	8478330
CLEC4D	12	8509475	8522366
CLEC4E	12	8533305	8540905
AICDA	12	8602155	8613242
MFAP5	12	8637346	8672519
RIMKLB	12	8681483	8783095
A2ML1-AS1	12	8776219	8830947
A2ML1-AS2	12	8819816	8820713
A2ML1	12	8822621	8887001
PHC1	12	8913827	8942938
M6PR	12	8940358	8951856
KLRG1	12	8950044	9010760
A2M-AS1	12	9065163	9068689
A2M	12	9067664	9116229
LINC00987	12	9144848	9261503
PZP	12	9148840	9208399
KLRB1	12	9594551	9607916
CLEC2D	12	9664969	9699553
CD69	12	9752486	9760901
KLRF1	12	9827481	9845007
CLEC2B	12	9852369	9870635
KLRF2	12	9881489	9895833
CLEC2A	12	9898673	9932370
CLEC12A	12	9951316	9995694
CLEC1B	12	9985642	10013424
CLEC12B	12	10010627	10018796
CLEC9A	12	10030678	10066031
CLEC1A	12	10069554	10111627
CLEC7A	12	10116777	10130258
OLR1	12	10158301	10172138
TMEM52B	12	10170512	10191807
GABARAPL1	12	10212458	10223128
KLRD1	12	10226058	10329608
KLRC4-KLRK1	12	10372353	10410146
KLRK1	12	10372353	10391874
KLRC4	12	10403059	10409757
KLRC3	12	10412315	10420595
KLRC2	12	10426854	10442300
KLRC1	12	10442264	10454685
MAGOHB	12	10604190	10613609
STYK1	12	10618919	10674318
YBX3	12	10699077	10723388
TAS2R8	12	10806051	10807286
TAS2R9	12	10809094	10810168
PRH1	12	10824960	11171608
TAS2R10	12	10825219	10826358
PRH1-PRR4	12	10845849	11171598
PRR4	12	10845849	11171600
TAS2R13	12	10907926	10909562
PRH2	12	10929236	10934845
TAS2R14	12	10937408	11171573
TAS2R50	12	10985913	10986912
TAS2R20	12	10995961	10998304
TAS2R19	12	11021619	11022620
TAS2R31	12	11030387	11031407
TAS2R46	12	11061365	11062294
TAS2R43	12	11091287	11092313
TAS2R30	12	11132958	11134644
SMIM10L1	12	11171194	11176016
PRB3	12	11265914	11269707
PRB2	12	11391540	11501041
LINC01252	12	11499742	11590369
ETV6	12	11649623	11895386
BCL2L14	12	12049844	12211084
LRP6	12	12116025	12267185
MANSC1	12	12326056	12350483
LOH12CR2	12	12355401	12357067
BORCS5	12	12357078	12471233
DUSP16	12	12473282	12563147
CREBL2	12	12611827	12645108
GPR19	12	12660047	12696705
CDKN1B	12	12685498	12722373
APOLD1	12	12725917	12829975
DDX47	12	12813316	12829981
GPRC5A	12	12890782	12917937
GPRC5D	12	12940575	12952170
HEBP1	12	12974867	13000275
FAM234B	12	13044185	13142521
GSG1	12	13083532	13103683
EMP1	12	13196723	13219941
LINC01559	12	13371089	13387167
GRIN2B	12	13437942	13982002
ATF7IP	12	14365627	14502931
PLBD1	12	14503660	14567913
PLBD1-AS1	12	14567393	14624191
GUCY2C	12	14612632	14696599
WBP11	12	14784582	14803500
C12orf60	12	14802864	14906586
SMCO3	12	14804650	14814182
ART4	12	14825569	14843526
MGP	12	14880864	14887639
ERP27	12	14914039	14938537
ARHGDIB	12	14942015	14961985
PDE6H	12	14973042	14981865
LINC01489	12	15001767	15006999
RERG	12	15107783	15348675
RERG-AS1	12	15151923	15155283
PTPRO	12	15322257	15602175
EPS8	12	15620134	15882330
STRAP	12	15882356	15903478
DERA	12	15911284	16037381
SLC15A5	12	16188485	16277685
MGST1	12	16347115	16609259
LMO3	12	16548148	16613168
RERGL	12	18080869	18320107
PIK3C2G	12	18242960	18648416
PLCZ1	12	18683169	18738100
CAPZA3	12	18738119	18739188
PLEKHA5	12	19129524	19376403
AEBP2	12	19404045	19720801
PDE3A	12	20368537	20688583
SLCO1C1	12	20695332	20753386
SLCO1B3	12	20810691	20916911
SLCO1B7	12	20962768	21090106
SLCO1B1	12	21131120	21241074
SLCO1A2	12	21264600	21419676
IAPP	12	21354959	21379980
PYROXD1	12	21437615	21471250
RECQL	12	21468910	21501669
GOLT1B	12	21501781	21518408
SPX	12	21526296	21541249
GYS2	12	21536107	21604917
LDHB	12	21635340	21757890
KCNJ8	12	21764950	21775615
ABCC9	12	21797389	21942543
CMAS	12	22046174	22065674
ST8SIA1	12	22063773	22437041
C2CD5	12	22448567	22544574
ETNK1	12	22625075	22690665
SOX5	12	23529504	24562544
LINC00477	12	24566964	24584333
BCAT1	12	24810024	24949556
KRAS	12	25205246	25250936
LMNTD1	12	25409307	25648579
RASSF8-AS1	12	25936683	25959765
RASSF8	12	25958068	26079892
BHLHE41	12	26120030	26125037
SSPN	12	26121991	26299290
ITPR2	12	26335352	26833194
FGFR1OP2	12	26938401	26966650
TM7SF3	12	26971579	27014507
MED21	12	27022546	27066343
C12orf71	12	27081057	27082578
STK38L	12	27243968	27325959
SMCO2	12	27446736	27502185
PPFIBP1	12	27523431	27695565
REP15	12	27696447	27697596
MRPS35	12	27710801	27756301
MANSC4	12	27762427	27780236
KLHL42	12	27780000	27803040
PTHLH	12	27958084	27972755
CCDC91	12	28133249	28581511
FAR2	12	29149016	29341121
ERGIC2	12	29337352	29381189
OVCH1-AS1	12	29389281	29487908
OVCH1	12	29412474	29497686
TMTC1	12	29500840	29784759
IPO8	12	30628981	30695883
CAPRIN2	12	30709512	30823302
TSPAN11	12	30926428	30996602
DDX11-AS1	12	31019434	31073847
DDX11	12	31073282	31104811
FLJ13224	12	31324316	31325829
DENND5B	12	31382226	31591170
DENND5B-AS1	12	31589920	31642466
AMN1	12	31671142	31729121
BICD1	12	32106817	32383633
FGD4	12	32399558	32646050
DNM1L	12	32679200	32745650
YARS2	12	32727490	32755906
PKP2	12	32790745	32896798
SYT10	12	33374238	33439819
ALG10	12	34022468	34029694
ALG10B	12	38316762	38329721
CPNE8	12	38646822	38907430
KIF21A	12	39293228	39443718
ABCD2	12	39550033	39619803
SLC2A13	12	39755025	40106089
LRRK2	12	40196744	40369285
CNTN1	12	40692431	41072415
PDZRN4	12	41188320	41574745
GXYLT1	12	42081845	42144874
YAF2	12	42157104	42238349
PPHLN1	12	42238418	42459715
ZCRB1	12	42312086	42326257
PRICKLE1	12	42456753	42590355
ADAMTS20	12	43352771	43552203
PUS7L	12	43718992	43759193
IRAK4	12	43758944	43798307
TWF1	12	43793460	43806328
TMEM117	12	43835967	44389762
NELL2	12	44508274	44921889
DBX2	12	45014672	45051099
ANO6	12	45215987	45482280
ARID2	12	45728910	45908040
SCAF11	12	45919131	45992120
SLC38A1	12	46183054	46270070
SLC38A2	12	46358185	46372832
SLC38A4	12	46763642	46832500
AMIGO2	12	47075707	47080902
PCED1B	12	47077945	47236664
RPAP3	12	47661249	47706038
ENDOU	12	47709734	47725567
RAPGEF3	12	47734363	47771040
SLC48A1	12	47753916	47782751
HDAC7	12	47782722	47833132
VDR	12	47841537	47943048
TMEM106C	12	47963569	47968885
COL2A1	12	47972967	48004689
SENP1	12	48039784	48106308
PFKM	12	48105139	48150704
ASB8	12	48147789	48181213
CCDC184	12	48183644	48185926
OR10AD1	12	48202339	48203292
ZNF641	12	48337180	48351414
ANP32D	12	48472559	48473622
C12orf54	12	48482498	48496524
OR8S1	12	48525632	48526570
LALBA	12	48567684	48570066
KANSL2	12	48653211	48682247
CCNT1	12	48688458	48716998
ADCY6	12	48766191	48789906
CACNB3	12	48813794	48828941
DDX23	12	48829756	48852842
RND1	12	48857145	48865870
FKBP11	12	48921518	48926474
ARF3	12	48935723	48957514
WNT10B	12	48965340	48971735
WNT1	12	48978322	48982620
DDN	12	48995149	48999375
PRKAG1	12	49002274	49018807
KMT2D	12	49018975	49060794
RHEBL1	12	49064676	49070039
DHH	12	49086656	49094801
LMBR1L	12	49097136	49110900
TUBA1B	12	49127782	49131397
TUBA1A	12	49184686	49189324
TUBA1C	12	49188736	49274600
PRPH	12	49295147	49298686
TROAP	12	49323216	49331733
C1QL4	12	49332409	49337188
DNAJC22	12	49345607	49357546
SPATS2	12	49366240	49528438
KCNH3	12	49539028	49558337
MCRS1	12	49556544	49568145
PRPF40B	12	49568218	49644666
FAM186B	12	49582885	49605639
FMNL3	12	49636499	49708165
TMBIM6	12	49707725	49764935
NCKAP5L	12	49791140	49828750
BCDIN3D-AS1	12	49827913	49841143
BCDIN3D	12	49836043	49843106
FAIM2	12	49866896	49904217
AQP2	12	49950737	49958878
AQP5	12	49961811	49965682
AQP6	12	49967194	49977139
RACGAP1	12	49976923	50033136
ASIC1	12	50057548	50083621
SMARCD1	12	50085200	50100712
GPD1	12	50103982	50111316
COX14	12	50112082	50120457
CERS5	12	50129289	50167533
LIMA1	12	50175788	50283524
FAM186A	12	50326230	50396622
LARP4	12	50392383	50480007
DIP2B	12	50504962	50748657
ATF1	12	50763710	50821162
TMPRSS12	12	50842920	50887884
HIGD1C	12	50952538	50970607
SLC11A2	12	50979401	51028566
LETMD1	12	51047962	51060426
CSRNP2	12	51061205	51083664
TFCP2	12	51093656	51173137
POU6F1	12	51186936	51218062
DAZAP2	12	51238724	51271362
SMAGP	12	51244558	51270415
BIN2	12	51281038	51324668
CELA1	12	51328442	51346679
GALNT6	12	51351247	51392867
SLC4A8	12	51391317	51515763
SCN8A	12	51590266	51812864
ANKRD33	12	51888009	51891727
ACVRL1	12	51906908	51923361
ACVR1B	12	51951679	51997082
NR4A1	12	52022832	52059509
ATG101	12	52069246	52077495
LINC00592	12	52164115	52223880
KRT80	12	52168996	52192014
KRT7	12	52232520	52252186
KRT86	12	52249300	52309163
KRT81	12	52285913	52291534
KRT83	12	52314301	52321398
KRT85	12	52360006	52367481
KRT82	12	52393931	52406335
KRT75	12	52424070	52434371
KRT6B	12	52446651	52452146
KRT6C	12	52468516	52473805
KRT6A	12	52487176	52493257
KRT5	12	52514575	52520530
KRT71	12	52543909	52553145
KRT74	12	52565782	52573843
KRT72	12	52585589	52601538
KRT73-AS1	12	52601467	52615305
KRT73	12	52607570	52618559
KRT2	12	52644558	52652211
KRT1	12	52674736	52680407
KRT77	12	52689626	52703524
KRT76	12	52768155	52777345
KRT3	12	52789685	52796117
KRT4	12	52806549	52814116
KRT79	12	52821408	52834311
KRT78	12	52837804	52849092
KRT8	12	52897182	52949954
KRT18	12	52945688	52952911
EIF4B	12	53006279	53042230
TNS2	12	53046969	53064379
SPRYD3	12	53064316	53079414
IGFBP6	12	53097436	53102345
SOAT2	12	53103461	53124538
CSAD	12	53157663	53180933
ZNF740	12	53180694	53195142
ITGB7	12	53191318	53207282
RARG	12	53210566	53232980
ESPL1	12	53268285	53293643
PFDN5	12	53295291	53299452
AAAS	12	53307456	53324864
SP7	12	53326575	53345315
SP1	12	53380176	53416446
AMHR2	12	53423672	53431672
PRR13	12	53441308	53446660
PCBP2	12	53451900	53481162
MAP3K12	12	53479669	53500063
TARBP2	12	53500921	53506431
NPFF	12	53506684	53507491
ATF7	12	53507856	53626410
CALCOCO1	12	53708517	53727745
CISTR	12	53739758	53757243
HOXC13-AS	12	53935250	53939692
HOXC13	12	53938831	53946544
HOXC12	12	53954903	53958956
HOTAIR	12	53962308	53975055
HOXC11	12	53973126	53977643
HOXC10	12	53985065	53990279
HOXC6	12	53990624	54030823
HOXC9	12	53994895	54003337
HOXC-AS1	12	53999016	54000011
HOXC8	12	54008985	54012769
HOXC4	12	54016931	54056030
HOXC5	12	54033050	54035361
FLJ12825	12	54058140	54122235
SMUG1	12	54121277	54189008
CBX5	12	54230942	54280133
HNRNPA1	12	54280193	54287088
NFE2	12	54292107	54301259
COPZ1	12	54301202	54351848
GPR84	12	54362445	54364487
ZNF385A	12	54369129	54391307
ITGA5	12	54395261	54419266
GTSF1	12	54455950	54473602
NCKAP1L	12	54497721	54548243
PDE1B	12	54549601	54579241
PPP1R1A	12	54575387	54588659
LACRT	12	54630811	54634895
DCD	12	54644589	54648493
